ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;1;Bottes de sport model 219939 Solea;Accueil->Chaussures->Bottes et boots;48.18;1;21.9;PDF-219939;;Solea;Les bottines de sport élégantes à lacets sont le parfait mélange de décontraction urbaine et de confort quotidien. Fabriquées en cuir écologique de haute qualité, elles ont un look moderne et sont faciles d'entretien. Le modèle est monté sur une plateforme solide de 6,5 cm de hauteur, qui ajoute quelques centimètres de hauteur et assure un confort de port. Les bottines ont un bout rond et une doublure en fausse fourrure douce qui garantit la chaleur par temps plus frais. Grâce aux lacets à…;Les bottines de sport élégantes à lacets sont le parfait mélange de décontraction urbaine et de confort quotidien. Fabriquées en cuir écologique de haute qualité, elles ont un look moderne et sont faciles d'entretien. Le modèle est monté sur une plateforme solide de 6,5 cm de hauteur, qui ajoute quelques centimètres de hauteur et assure un confort de port. Les bottines ont un bout rond et une doublure en fausse fourrure douce qui garantit la chaleur par temps plus frais. Grâce aux lacets à l'avant et à la fermeture éclair sur le côté, elles peuvent être facilement ajustées à la forme du pied et confortablement enfilées. La tige monte au-dessus de la cheville (hauteur de 12 cm), assurant ainsi stabilité et protection, et la semelle intérieure en tissu améliore le confort d'utilisation. C'est un modèle qui conviendra parfaitement aux tenues urbaines, que ce soit avec des jeans ou des robes de sport.;bottes-de-sport-solea-noir-219939;https://lingeriematterhorn.fr/pics_source/1099271.jpg,https://lingeriematterhorn.fr/pics_source/1099272.jpg,https://lingeriematterhorn.fr/pics_source/1099273.jpg,https://lingeriematterhorn.fr/pics_source/1099274.jpg;Taille;EU 36 | FR 36,5:0;M1250899;12;M1250899
;;Bottes de sport model 219939 Solea;;;;;PDF-219939;;;;;;;Taille;EU 37 | FR 37,5:1;M1250900;20;M1250900
;;Bottes de sport model 219939 Solea;;;;;PDF-219939;;;;;;;Taille;EU 38 | FR 38,5:2;M1250901;40;M1250901
;;Bottes de sport model 219939 Solea;;;;;PDF-219939;;;;;;;Taille;EU 39 | FR 39,5:3;M1250902;35;M1250902
;;Bottes de sport model 219939 Solea;;;;;PDF-219939;;;;;;;Taille;EU 40 | FR 40,5:4;M1250903;26;M1250903
;;Bottes de sport model 219939 Solea;;;;;PDF-219939;;;;;;;Taille;EU 41 | FR 41,5:5;M1250904;10;M1250904
;1;Bottes model 219646 Solea;Accueil->Chaussures->Bottes et boots;50.38;1;22.9;PDF-219646;;Solea;Des bottines élégantes et confortables pour femmes fabriquées en cuir écologique doux façon daim, qui allient élégance et design moderne. Parfaites pour les jours plus frais, elles sont doublées pour assurer chaleur et confort. Le modèle avec bout rond et tige de 19 cm de hauteur s'ajuste parfaitement au pied, garantissant confort et allure élégante. La plateforme de 5 cm soulève subtilement la silhouette, offrant à la fois stabilité et confort de marche. La fermeture éclair facilite…;Des bottines élégantes et confortables pour femmes fabriquées en cuir écologique doux façon daim, qui allient élégance et design moderne. Parfaites pour les jours plus frais, elles sont doublées pour assurer chaleur et confort. Le modèle avec bout rond et tige de 19 cm de hauteur s'ajuste parfaitement au pied, garantissant confort et allure élégante. La plateforme de 5 cm soulève subtilement la silhouette, offrant à la fois stabilité et confort de marche. La fermeture éclair facilite l'enfilage, et le discret détail métallique ajoute une touche élégante et minimaliste à l'ensemble. La semelle intérieure en tissu augmente le confort même lors d'une utilisation prolongée. C'est le choix idéal pour les femmes qui apprécient un look à la mode, le confort et les détails subtils, s'adaptant aussi bien aux tenues quotidiennes qu'aux styles plus élégants.;bottes-solea-brun-219646;https://lingeriematterhorn.fr/pics_source/1098370.jpg,https://lingeriematterhorn.fr/pics_source/1098371.jpg,https://lingeriematterhorn.fr/pics_source/1098372.jpg,https://lingeriematterhorn.fr/pics_source/1098373.jpg;Taille;EU 36 | FR 36,5:0;M1249641;8;M1249641
;;Bottes model 219646 Solea;;;;;PDF-219646;;;;;;;Taille;EU 37 | FR 37,5:1;M1249642;17;M1249642
;;Bottes model 219646 Solea;;;;;PDF-219646;;;;;;;Taille;EU 38 | FR 38,5:2;M1249643;24;M1249643
;;Bottes model 219646 Solea;;;;;PDF-219646;;;;;;;Taille;EU 39 | FR 39,5:3;M1249644;24;M1249644
;;Bottes model 219646 Solea;;;;;PDF-219646;;;;;;;Taille;EU 40 | FR 40,5:4;M1249645;17;M1249645
;;Bottes model 219646 Solea;;;;;PDF-219646;;;;;;;Taille;EU 41 | FR 41,5:5;M1249646;6;M1249646
;1;Bottes à talons model 217912 Solea;Accueil->Chaussures->Bottes et boots;32.78;1;14.9;PDF-217912;;Solea;Des bottines élégantes pour femmes fabriquées en cuir écologique de haute qualité, attirant l'attention avec des lacets ornés de zircons à l'arrière. Le modèle a un bout rond, une tige de 15,5 centimètres, un talon de 10 centimètres de type poteau et une plateforme de 2 centimètres, assurant stabilité et confort pendant la marche. La fermeture pratique à glissière facilite l'enfilage et l'intérieur est doublé de tissu, garantissant un confort de port. L'absence de doublure en fait des bottines…;Des bottines élégantes pour femmes fabriquées en cuir écologique de haute qualité, attirant l'attention avec des lacets ornés de zircons à l'arrière. Le modèle a un bout rond, une tige de 15,5 centimètres, un talon de 10 centimètres de type poteau et une plateforme de 2 centimètres, assurant stabilité et confort pendant la marche. La fermeture pratique à glissière facilite l'enfilage et l'intérieur est doublé de tissu, garantissant un confort de port. L'absence de doublure en fait des bottines parfaites pour la mi-saison, ajoutant du style à la fois à des tenues quotidiennes et plus élégantes. C'est un modèle à la mode et féminin, alliant confort et détail subtil et brillant.;bottes-a-talons-solea-noir-217912;https://lingeriematterhorn.fr/pics_source/1092998.jpg,https://lingeriematterhorn.fr/pics_source/1092999.jpg,https://lingeriematterhorn.fr/pics_source/1093000.jpg,https://lingeriematterhorn.fr/pics_source/1093001.jpg;Taille;EU 36 | FR 36,5:0;M1242136;5;M1242136
;;Bottes à talons model 217912 Solea;;;;;PDF-217912;;;;;;;Taille;EU 37 | FR 37,5:1;M1242137;8;M1242137
;;Bottes à talons model 217912 Solea;;;;;PDF-217912;;;;;;;Taille;EU 38 | FR 38,5:2;M1242138;15;M1242138
;;Bottes à talons model 217912 Solea;;;;;PDF-217912;;;;;;;Taille;EU 39 | FR 39,5:3;M1242139;16;M1242139
;;Bottes à talons model 217912 Solea;;;;;PDF-217912;;;;;;;Taille;EU 40 | FR 40,5:4;M1242140;8;M1242140
;;Bottes à talons model 217912 Solea;;;;;PDF-217912;;;;;;;Taille;EU 41 | FR 41,5:5;M1242141;4;M1242141
;1;Bottes à talons model 223159 Solea;Accueil->Chaussures->Bottes et boots;37.18;1;16.9;PDF-223159;;Solea;Découvrez un style unique et confortable avec nos bottines vertes camouflage avec des zircons Shawen. Ces bottines à talons sont le choix parfait pour les femmes qui apprécient un design original et des détails à la mode. Fabriquées à partir de matériaux de haute qualité, elles garantissent durabilité et confort tout au long de la journée. Nos bottines vertes camouflage combinent les dernières tendances avec la fonctionnalité. Le motif camouflage leur donne un caractère unique, tandis que les…;Découvrez un style unique et confortable avec nos bottines vertes camouflage avec des zircons Shawen. Ces bottines à talons sont le choix parfait pour les femmes qui apprécient un design original et des détails à la mode. Fabriquées à partir de matériaux de haute qualité, elles garantissent durabilité et confort tout au long de la journée. Nos bottines vertes camouflage combinent les dernières tendances avec la fonctionnalité. Le motif camouflage leur donne un caractère unique, tandis que les zircons subtils soulignent leur élégance. Grâce au talon qui assure stabilité, vous pouvez profiter du confort même lors de longues promenades. Les bottines Shawen sont le choix idéal pour les jours d'automne et d'hiver. Leur design polyvalent les rend adaptées aussi bien aux tenues décontractées qu'aux tenues plus formelles. Associez-les à vos jeans préférés ou à une élégante robe pour créer un look qui attirera les regards. N'attendez plus et enrichissez votre garde-robe avec ces bottines à talons uniques. Elles conviendront parfaitement au quotidien ainsi qu'aux occasions spéciales. Choisissez la qualité et le style, choisissez les bottines vertes camouflage avec des zircons Shawen et sentez-vous exceptionnelle en toutes circonstances.;bottes-a-talons-solea-vert-223159;https://lingeriematterhorn.fr/pics_source/1109835.jpg,https://lingeriematterhorn.fr/pics_source/1109836.jpg,https://lingeriematterhorn.fr/pics_source/1109837.jpg,https://lingeriematterhorn.fr/pics_source/1109838.jpg;Taille;EU 36 | FR 36,5:0;M1262166;1;M1262166
;;Bottes à talons model 223159 Solea;;;;;PDF-223159;;;;;;;Taille;EU 37 | FR 37,5:1;M1262167;10;M1262167
;;Bottes à talons model 223159 Solea;;;;;PDF-223159;;;;;;;Taille;EU 38 | FR 38,5:2;M1262168;13;M1262168
;;Bottes à talons model 223159 Solea;;;;;PDF-223159;;;;;;;Taille;EU 39 | FR 39,5:3;M1262169;13;M1262169
;;Bottes à talons model 223159 Solea;;;;;PDF-223159;;;;;;;Taille;EU 40 | FR 40,5:4;M1262170;13;M1262170
;;Bottes à talons model 223159 Solea;;;;;PDF-223159;;;;;;;Taille;EU 41 | FR 41,5:5;M1262171;2;M1262171
;1;Bottes à talons model 218816 Solea;Accueil->Chaussures->Bottes et boots;54.78;1;24.9;PDF-218816;;Solea;Des bottines classiques pour femmes en cuir écologique mat sont une élégante proposition pour la saison automne-hiver. Le subtil décor en zircone leur donne une lueur délicate et féminine, sans écraser la coupe minimaliste. Le modèle avec un bout en amande affine visuellement le pied, tandis que le talon stable de type pilier de 5,5 cm de hauteur assure confort et commodité. La tige atteignant la cheville (environ 17,5 cm) se marie parfaitement avec un pantalon ou une robe. Les bottines sont…;Des bottines classiques pour femmes en cuir écologique mat sont une élégante proposition pour la saison automne-hiver. Le subtil décor en zircone leur donne une lueur délicate et féminine, sans écraser la coupe minimaliste. Le modèle avec un bout en amande affine visuellement le pied, tandis que le talon stable de type pilier de 5,5 cm de hauteur assure confort et commodité. La tige atteignant la cheville (environ 17,5 cm) se marie parfaitement avec un pantalon ou une robe. Les bottines sont doublées, ce qui garantit la chaleur les jours plus frais. La semelle intérieure en tissu augmente le confort d'utilisation, et la fermeture pratique à glissière facilite l'enfilage et le retrait. Ce sont des chaussures polyvalentes qui se prêtent aussi bien aux tenues de tous les jours qu'aux tenues élégantes.;bottes-a-talons-solea-noir-218816;https://lingeriematterhorn.fr/pics_source/1095760.jpg,https://lingeriematterhorn.fr/pics_source/1095761.jpg,https://lingeriematterhorn.fr/pics_source/1095762.jpg,https://lingeriematterhorn.fr/pics_source/1095763.jpg;Taille;EU 36 | FR 36,5:0;M1245827;2;M1245827
;;Bottes à talons model 218816 Solea;;;;;PDF-218816;;;;;;;Taille;EU 37 | FR 37,5:1;M1245828;5;M1245828
;;Bottes à talons model 218816 Solea;;;;;PDF-218816;;;;;;;Taille;EU 38 | FR 38,5:2;M1245829;8;M1245829
;;Bottes à talons model 218816 Solea;;;;;PDF-218816;;;;;;;Taille;EU 39 | FR 39,5:3;M1245830;7;M1245830
;;Bottes à talons model 218816 Solea;;;;;PDF-218816;;;;;;;Taille;EU 40 | FR 40,5:4;M1245831;6;M1245831
;;Bottes à talons model 218816 Solea;;;;;PDF-218816;;;;;;;Taille;EU 41 | FR 41,5:5;M1245832;2;M1245832
;1;Bottes model 222355 Solea;Accueil->Chaussures->Bottes et boots;23.98;1;10.9;PDF-222355;;Solea;Les bottines noires avec une insert élastique et une tige décorative Evelyn de la marque Gemre sont une proposition pour les femmes qui apprécient le mélange de confort, d'élégance et de design moderne. Ces élégantes bottines pour femmes conviennent parfaitement aussi bien pour tous les jours que pour des occasions plus formelles. Le noir classique et profond vous permet de les assortir facilement à de nombreuses tenues - que ce soit des jeans, des pantalons cigarettes, des robes ou des jupes.…;Les bottines noires avec une insert élastique et une tige décorative Evelyn de la marque Gemre sont une proposition pour les femmes qui apprécient le mélange de confort, d'élégance et de design moderne. Ces élégantes bottines pour femmes conviennent parfaitement aussi bien pour tous les jours que pour des occasions plus formelles. Le noir classique et profond vous permet de les assortir facilement à de nombreuses tenues - que ce soit des jeans, des pantalons cigarettes, des robes ou des jupes. Si vous recherchez des chaussures qui mettront en valeur votre style individuel tout en étant fonctionnelles, le modèle Evelyn est le choix idéal. L'élément caractéristique de ces bottines noires est l'insert élastique, qui assure un confort lors de l'enfilage et un ajustement parfait sur le mollet et la cheville. Grâce à cela, les chaussures tiennent bien le pied, ne serrent pas et permettent une liberté de mouvement tout au long de la journée. Le détail décoratif est également un atout, donnant aux chaussures un caractère unique. Les détails subtils rendent les bottines féminines et élégantes, tout en restant universelles et intemporelles. Gemre est réputée pour son souci du détail et son confort d'utilisation, c'est pourquoi les bottines Evelyn ont été conçues pour un usage quotidien. La semelle stable assure un bon maintien du pied, et la coupe bien profilée garantit un confort même lors de longues promenades ou d'une journée intense de travail. Ces bottines sont parfaites pour l'automne et l'hiver, protégeant vos pieds du froid tout en complétant vos tenues à la mode. Le caractère polyvalent du modèle vous permet de les intégrer facilement dans une garde-robe décontractée, élégante ou même légèrement rock. Associez-les avec un perfecto, un manteau, un parka ou un long cardigan. Les bottines noires avec une insert élastique sont un incontournable dans la garde-robe de toute femme qui aime avoir l'assurance que ses chaussures s'adapteront à de nombreuses tenues différentes.;bottes-solea-noir-222355;https://lingeriematterhorn.fr/pics_source/1106926.jpg,https://lingeriematterhorn.fr/pics_source/1106927.jpg,https://lingeriematterhorn.fr/pics_source/1106928.jpg,https://lingeriematterhorn.fr/pics_source/1106929.jpg;Taille;EU 36 | FR 36,5:0;M1259573;3;M1259573
;;Bottes model 222355 Solea;;;;;PDF-222355;;;;;;;Taille;EU 37 | FR 37,5:1;M1259574;10;M1259574
;;Bottes model 222355 Solea;;;;;PDF-222355;;;;;;;Taille;EU 38 | FR 38,5:2;M1259575;4;M1259575
;;Bottes model 222355 Solea;;;;;PDF-222355;;;;;;;Taille;EU 39 | FR 39,5:3;M1259576;9;M1259576
;;Bottes model 222355 Solea;;;;;PDF-222355;;;;;;;Taille;EU 40 | FR 40,5:4;M1259577;1;M1259577
;;Bottes model 222355 Solea;;;;;PDF-222355;;;;;;;Taille;EU 41 | FR 41,5:5;M1259578;2;M1259578
;1;Bottes model 221370 Solea;Accueil->Chaussures->Bottes et boots;43.78;1;19.9;PDF-221370;;Solea;Découvrez les bottines noires exceptionnelles à plateforme ornées de zircons Nathe de la marque renommée Gemre. Ces bottines plates combinent un design moderne avec un confort maximal, ce qui en fait le choix idéal pour toutes les occasions. Fabriquées avec des matériaux de haute qualité, elles offrent durabilité et confort toute la journée. Les élégantes décorations en zircons font de ces bottines uniques par rapport aux autres. Les zircons ajoutent de l'élégance et de l'éclat, ce qui en fait…;Découvrez les bottines noires exceptionnelles à plateforme ornées de zircons Nathe de la marque renommée Gemre. Ces bottines plates combinent un design moderne avec un confort maximal, ce qui en fait le choix idéal pour toutes les occasions. Fabriquées avec des matériaux de haute qualité, elles offrent durabilité et confort toute la journée. Les élégantes décorations en zircons font de ces bottines uniques par rapport aux autres. Les zircons ajoutent de l'élégance et de l'éclat, ce qui en fait un choix parfait aussi bien pour tous les jours que pour les occasions spéciales. La plateforme offre un confort supplémentaire et une stabilité indispensables lors d'une longue journée. Grâce à leur couleur noire polyvalente, ces bottines s'adapteront facilement à toutes vos tenues. Que vous alliez rencontrer des amis ou sortir le soir, ces bottines seront le complément parfait à votre tenue. Leur apparence moderne et leur praticité en font un indispensable dans la garde-robe de toute femme élégante. N'attendez plus et commandez dès aujourd'hui vos bottines Gemre. Profitez non seulement de leur aspect tendance, mais aussi du confort qu'elles offrent. Faites confiance à une marque qui allie qualité et tendances actuelles, et sentez-vous exceptionnelle à chaque pas.;bottes-solea-noir-221370;https://lingeriematterhorn.fr/pics_source/1103716.jpg,https://lingeriematterhorn.fr/pics_source/1103717.jpg,https://lingeriematterhorn.fr/pics_source/1103718.jpg,https://lingeriematterhorn.fr/pics_source/1103719.jpg;Taille;EU 36 | FR 36,5:0;M1256328;1;M1256328
;;Bottes model 221370 Solea;;;;;PDF-221370;;;;;;;Taille;EU 37 | FR 37,5:1;M1256329;3;M1256329
;;Bottes model 221370 Solea;;;;;PDF-221370;;;;;;;Taille;EU 38 | FR 38,5:2;M1256330;7;M1256330
;;Bottes model 221370 Solea;;;;;PDF-221370;;;;;;;Taille;EU 39 | FR 39,5:3;M1256331;9;M1256331
;;Bottes model 221370 Solea;;;;;PDF-221370;;;;;;;Taille;EU 40 | FR 40,5:4;M1256332;5;M1256332
;;Bottes model 221370 Solea;;;;;PDF-221370;;;;;;;Taille;EU 41 | FR 41,5:5;M1256333;1;M1256333
;1;bottes de neige model 219950 Solea;Accueil->Chaussures->Bottes et boots;30.58;1;13.9;PDF-219950;;Solea;Les bottes de neige à enfiler en fourrure synthétique sont le parfait mélange de chaleur et de confort pour les journées d'hiver. Fabriquées en douce fourrure synthétique de type mouton, elles offrent une sensation de confort et une isolation parfaite contre le froid. Le modèle a un bout rond et est doublé de fourrure supplémentaire, ce qui garde le pied sec et chaud même par temps froid. La plateforme de 4 cm de hauteur stabilise la démarche, et la semelle intérieure en tissu garantit un…;Les bottes de neige à enfiler en fourrure synthétique sont le parfait mélange de chaleur et de confort pour les journées d'hiver. Fabriquées en douce fourrure synthétique de type mouton, elles offrent une sensation de confort et une isolation parfaite contre le froid. Le modèle a un bout rond et est doublé de fourrure supplémentaire, ce qui garde le pied sec et chaud même par temps froid. La plateforme de 4 cm de hauteur stabilise la démarche, et la semelle intérieure en tissu garantit un confort tout au long de la journée. Grâce à leur construction à enfiler, les bottes de neige sont rapides et faciles à enfiler.;bottes-de-neige-solea-noir-219950;https://lingeriematterhorn.fr/pics_source/1099314.jpg,https://lingeriematterhorn.fr/pics_source/1099315.jpg,https://lingeriematterhorn.fr/pics_source/1099316.jpg,https://lingeriematterhorn.fr/pics_source/1099317.jpg;Taille;EU 36 | FR 36,5:0;M1250965;1;M1250965
